"TASK_TYPE","SUBLOT","AREA","EQP","STEP","DATES"
"STAGING_TO_WIRE","Q26065467-30","Q02-02","3QHS3953","焊线","10/7/2026 14:19:34"
"STAGING_TO_WIRE","Q26067818-7","D13-05","3QHS3991","焊线","10/7/2026 14:29:13"
"STAGING_TO_WIRE","Q26063360-7","Q21-02","3QHS157","焊线","10/7/2026 13:09:35"
"STAGING_TO_WIRE","Q26061801-7","Q02-14","3QHS4044","焊线","10/7/2026 14:18:03"
"STAGING_TO_WIRE","Q26066286-9","D05-02","3QHS2150","焊线","10/7/2026 13:08:44"
"STAGING_TO_WIRE","Q26071001-2","Q15-15","3QHS695","焊线","10/7/2026 15:37:03"
"STAGING_TO_WIRE","Q26066311-18","D18-13","3QHS2013","焊线","10/7/2026 11:14:00"
"STAGING_TO_WIRE","Q26065850-53","Q18-08","3QHS4250","焊线","10/7/2026 08:51:10"
"STAGING_TO_WIRE","Q26052058-22","C09-12","3QHS4103","焊线","10/7/2026 15:39:19"
"STAGING_TO_WIRE","Q26056406-12","Q01-03","3QHS3961","焊线","10/7/2026 15:16:14"
"STAGING_TO_WIRE","Q26052273-3","C04-13","3QHS4281","焊线","10/7/2026 14:15:16"
"STAGING_TO_WIRE","Q26067462-25","Q04-21","3QHS3122","焊线","10/7/2026 15:21:22"
"STAGING_TO_WIRE","Q26071241-10","D14-04","3QHS3089","焊线","10/7/2026 15:39:03"
"STAGING_TO_WIRE","Q26064385-5","C04-05","3QHS4278","焊线","10/7/2026 11:57:26"
"STAGING_TO_WIRE","Q26056129-19","Q04-18","3QHS4057","焊线","10/7/2026 13:54:32"
"STAGING_TO_WIRE","Q26067599-4","D02-07","3QHS3856","焊线","9/7/2026 20:48:33"
"STAGING_TO_WIRE","Q26063223-3","Q19-03","3QHS751","焊线","10/7/2026 10:50:45"
"STAGING_TO_WIRE","Q26063223-5","D16-09","3QHS598","焊线","10/7/2026 12:46:04"
"STAGING_TO_WIRE","Q26061880-5","Q08-10","3QHS3940","焊线","10/7/2026 14:36:52"
"STAGING_TO_WIRE","Q26062235-10","Q07-14","3QHS4078","焊线","10/7/2026 14:12:33"
"STAGING_TO_WIRE","Q26067533-1-2","Q07-11","3QHS4075","焊线","10/7/2026 12:26:33"
"STAGING_TO_WIRE","Q26067760-1","Q14-07","3QHS3765","焊线","10/7/2026 00:41:00"
"STAGING_TO_WIRE","Q26064477-13","C15-02","3QHS4233","焊线","10/7/2026 13:23:59"
"STAGING_TO_WIRE","Q26065300-3","Q09-06","3QHS2589","焊线","10/7/2026 05:31:41"
"STAGING_TO_WIRE","Q26065300-7","Q04-16","3QHS4055","焊线","10/7/2026 15:16:32"
"STAGING_TO_WIRE","Q26066297-8","C08-02","3QHS4298","焊线","10/7/2026 07:55:34"
"STAGING_TO_WIRE","Q26052058-20","C07-15","3QHS4291","焊线","10/7/2026 14:48:07"
"STAGING_TO_WIRE","Q26052058-21","C14-14","3QHS4180","焊线","10/7/2026 14:48:56"
"STAGING_TO_WIRE","Q26055002-7","Q11-17","3QHS3025","焊线","10/7/2026 13:55:05"
"STAGING_TO_WIRE","Q26063060-4","Q12-05","3QHS3808","焊线","10/7/2026 13:26:33"
"STAGING_TO_WIRE","Q26056406-8","Q06-11","3QHS3933","焊线","9/7/2026 19:39:59"
"STAGING_TO_WIRE","Q26056406-10","Q02-09","3QHS3889","焊线","10/7/2026 14:34:38"
"STAGING_TO_WIRE","Q26065188-10","C04-08","3QHS4189","焊线","9/7/2026 22:33:23"
"STAGING_TO_WIRE","Q26071519-2","Q15-08","3QHS3075","焊线","10/7/2026 15:34:03"
"STAGING_TO_WIRE","Q26064671-29","D15-15","3QHS539","焊线","10/7/2026 13:25:50"
"STAGING_TO_WIRE","Q26071241-13","D06-05","3QHS3063","焊线","10/7/2026 13:37:17"
"STAGING_TO_WIRE","Q26071866-1","N12-8","2QHB74","焊线","10/7/2026 07:04:33"
"STAGING_TO_WIRE","Q26067968-6","Q04-17","3QHS4056","焊线","10/7/2026 15:17:12"
"STAGING_TO_WIRE","Q26065824-19","Q11-13","3QHS317","焊线","10/7/2026 13:28:56"
"STAGING_TO_WIRE","Q26067899-2","D01-05","3QHS007","焊线","10/7/2026 14:13:45"
"STAGING_TO_WIRE","Q26068770-2","D22-6","3QHS4324","焊线","10/7/2026 14:34:07"
"STAGING_TO_WIRE","Q26062239-10","Q05-01","3QHS3869","焊线","10/7/2026 12:25:46"
"STAGING_TO_WIRE","Q26054950-35","Q22-01","3QHS692","焊线","10/7/2026 15:39:36"
"STAGING_TO_WIRE","Q26064671-23","D13-10","3QHS3046","焊线","10/7/2026 09:39:10"
"STAGING_TO_WIRE","Q26064671-26","Q22-10","3QHS3024","焊线","10/7/2026 10:52:11"
"STAGING_TO_WIRE","Q26052058-24","C05-05","3QHS4315","焊线","10/7/2026 15:39:08"
"STAGING_TO_WIRE","Q26065482-29","Q04-20","3QHS734","焊线","10/7/2026 15:20:23"
"STAGING_TO_WIRE","Q26067776-1-2","Q04-12","3QHS4051","焊线","10/7/2026 14:39:46"
"STAGING_TO_WIRE","Q26066127-8","Q06-14","3QHS4071","焊线","10/7/2026 14:20:01"
"STAGING_TO_WIRE","Q26063836-8","D15-06","3QHS4026","焊线","10/7/2026 15:36:43"
"STAGING_TO_WIRE","Q26063831-2-9","Q24-10","3QHS22","焊线","10/7/2026 13:54:04"
"STAGING_TO_WIRE","Q26067533-1-1","Q06-21","3QHS4206","焊线","10/7/2026 13:54:17"
"STAGING_TO_WIRE","Q26065482-28","Q02-16","3QHS3125","焊线","10/7/2026 13:42:12"
"STAGING_TO_WIRE","Q26064854-4","Q07-18","3QHS4215","焊线","10/7/2026 12:28:47"
"STAGING_TO_WIRE","Q26052058-16","C05-08","3QHS4318","焊线","10/7/2026 09:06:19"
"STAGING_TO_WIRE","Q26071640-10","D01-09","3QHS3201","焊线","10/7/2026 13:24:27"
"STAGING_TO_WIRE","Q26066236-1-1","D03-01","3QHS3832","焊线","10/7/2026 12:48:00"
"STAGING_TO_WIRE","Q26072079-2","N5-11","2QHE10","焊线","10/7/2026 15:03:57"
"STAGING_TO_WIRE","Q26065482-34","Q09-14","3QHS3027","焊线","10/7/2026 14:37:58"
"STAGING_TO_WIRE","Q26063584-5","D18-16","3QHS516","焊线","10/7/2026 13:53:27"
"STAGING_TO_WIRE","Q26067449-3","C03-02","3QHS4272","焊线","10/7/2026 15:12:37"
"STAGING_TO_WIRE","Q26063478-11","D12-08","3QHS3131","焊线","10/7/2026 03:40:46"
"STAGING_TO_WIRE","Q26063478-13","D14-08","3QHS762","焊线","10/7/2026 06:52:08"
"STAGING_TO_WIRE","Q26068273-5","D12-05","3QHS3748","焊线","10/7/2026 11:58:25"
"STAGING_TO_WIRE","Q26064385-6","C03-09","3QHS4286","焊线","10/7/2026 13:36:52"
"STAGING_TO_WIRE","Q26065475-11","C05-09","3QHS4111","焊线","10/7/2026 15:41:03"
"STAGING_TO_WIRE","Q26061880-4","Q04-05","3QHS3861","焊线","10/7/2026 12:56:24"
"STAGING_TO_WIRE","Q26065910-22","Q17-15","3QHS4100","焊线","10/7/2026 13:44:40"
"STAGING_TO_WIRE","Q26052381-14","C10-14","3QHS4122","焊线","10/7/2026 10:37:48"
"STAGING_TO_WIRE","Q26064477-10","C07-09","3QHS4196","焊线","10/7/2026 13:38:04"
"STAGING_TO_WIRE","Q26066069-12","D20-08","3QHS551","焊线","10/7/2026 12:26:13"
"STAGING_TO_WIRE","Q26071422-1","D01-12","3QHS3826","焊线","10/7/2026 15:40:21"
"STAGING_TO_WIRE","Q26064853-2","Q08-11","3QHS4082","焊线","10/7/2026 13:12:29"
"STAGING_TO_WIRE","Q26052381-15","C04-07","3QHS4198","焊线","10/7/2026 14:27:36"
"STAGING_TO_WIRE","Q26060060-6","C11-07","3QHS4137","焊线","10/7/2026 13:23:08"
"STAGING_TO_WIRE","Q26065910-20","C12-14","3QHS4148","焊线","10/7/2026 14:46:04"
"STAGING_TO_WIRE","Q26065910-21","D22-10","3QHS4328","焊线","10/7/2026 13:44:55"
"STAGING_TO_WIRE","Q26066772-1","N12-2","2QHB111","焊线","10/7/2026 13:38:41"
"STAGING_TO_WIRE","Q26071639-2","D01-15","3QHS3834","焊线","10/7/2026 14:16:23"
"STAGING_TO_WIRE","Q26061801-3","Q05-21","3QHS3006","焊线","10/7/2026 07:19:12"
"STAGING_TO_WIRE","Q26051834-2","C09-10","3QHS4101","焊线","10/7/2026 14:22:23"
"STAGING_TO_WIRE","Q26064382-8","Q03-06","3QHS3894","焊线","10/7/2026 15:13:59"
"STAGING_TO_WIRE","Q26054950-25","Q23-14","3QHS756","焊线","9/7/2026 20:10:44"
"STAGING_TO_WIRE","Q26064704-22","Q18-11","3QHS4257","焊线","10/7/2026 14:57:17"
"STAGING_TO_WIRE","Q26066069-11","D19-06","3QHS122","焊线","10/7/2026 09:58:13"
"STAGING_TO_WIRE","Q26060025-10","D10-05","3QHS3981","焊线","10/7/2026 15:42:51"
"STAGING_TO_WIRE","Q26042464-8","C04-14","3QHS4275","焊线","10/7/2026 06:11:35"
"STAGING_TO_WIRE","Q26042464-10","C04-15","3QHS4195","焊线","10/7/2026 09:39:39"
"STAGING_TO_WIRE","Q26066725-11","D04-09","3QHS3084","焊线","10/7/2026 15:00:27"
"STAGING_TO_WIRE","Q26066620-5","Q18-09","3QHS4254","焊线","10/7/2026 13:53:41"
"STAGING_TO_WIRE","Q26066621-1","C09-04","3QHS4093","焊线","10/7/2026 15:55:44"
"STAGING_TO_WIRE","Q26054962-47","Q15-03","3QHS339","焊线","10/7/2026 15:47:36"
"STAGING_TO_WIRE","Q26071110-1","D02-04","3QHS3852","焊线","10/7/2026 13:08:33"
"STAGING_TO_WIRE","Q26071107-1","D01-14","3QHS3827","焊线","10/7/2026 15:25:09"
"STAGING_TO_WIRE","Q26067835-7","N2-1","2QHE77","焊线","10/7/2026 15:03:51"
"STAGING_TO_WIRE","Q26064704-23","Q17-14","3QHS4092","焊线","10/7/2026 14:57:03"
"STAGING_TO_WIRE","Q26071988-9","N2-12","3QHS6012","焊线","10/7/2026 13:44:03"
"STAGING_TO_WIRE","Q26054727-4","C09-01","3QHS4089","焊线","10/7/2026 15:13:37"
"STAGING_TO_WIRE","Q26067834-4","N1-2","2QHE53","焊线","10/7/2026 14:52:45"
"STAGING_TO_WIRE","Q26065850-21","Q18-15","3QHS4112","焊线","10/7/2026 07:59:00"
"STAGING_TO_WIRE","Q26066300-13","Q20-01","3QHS319","焊线","10/7/2026 14:55:24"
"STAGING_TO_WIRE","Q26067865-10","D11-07","3QHS79","焊线","10/7/2026 13:23:33"
"STAGING_TO_WIRE","Q26057295-3","C03-08","3QHS4194","焊线","10/7/2026 15:12:59"
"STAGING_TO_WIRE","Q26070001-24","C07-08","3QHS3917","焊线","10/7/2026 13:09:09"
"STAGING_TO_WIRE","Q26067758-5","Q06-08","3QHS3900","焊线","10/7/2026 12:56:39"
"STAGING_TO_WIRE","Q26064219-30","C10-09","3QHS4125","焊线","10/7/2026 15:35:53"
"STAGING_TO_WIRE","Q26064356-3","C01-01","3QHS3845","焊线","10/7/2026 15:39:47"
"STAGING_TO_WIRE","Q26079022-1","S01-03","3QHS4081","焊线","10/7/2026 14:31:20"
"STAGING_TO_WIRE","Q26069487-1","S01-01","3QHS4231","焊线","10/7/2026 08:46:27"
"STAGING_TO_WIRE","Q26065850-22","Q18-04","3QHS4209","焊线","10/7/2026 08:54:05"
"STAGING_TO_WIRE","Q26069A17-1","C07-14","3QHS4292","焊线","9/7/2026 10:30:06"
"STAGING_TO_WIRE","Q26069H04-1","Q17-09","3QHS4248","焊线","10/7/2026 08:40:03"
